-1.322198895290922493e-01,-1.336147771517532667e-01,-3.437059656722272344e-02,1.410277250349705469e-01,-4.110795869908152878e-02
2.028905639221641188e-01,3.610487880288922313e-01,4.169395881549447375e-02,-4.365636915387535733e-02,-1.835370472271663778e-01
9.383359267870122755e-02,2.559582926241178447e-01,-2.024909862250003773e-02,2.558426207565591137e-01,2.158121959161359016e-02
3.572246273732272437e-01,4.132263989034107299e-01,2.359000222758357579e-01,2.679892055971584974e-01,1.433974477003931158e-01
2.801309441560008162e-01,1.284005335611210774e-01,-3.980531450036694369e-02,2.701323535155515654e-02,3.129613356513388789e-01
1.586959141052846911e-01,3.777114144232263104e-01,1.849243568227378620e-01,1.586587185886458029e-01,3.021126965135690901e-01
3.217886076736474199e-01,1.842161528490914024e-01,4.411913108567636077e-01,1.591681994252671373e-01,2.253893916602847380e-01
-9.834358118655721348e-02,-2.314183563346043984e-02,4.459994368315799429e-01,4.842581258575874292e-01,4.480581125990745761e-01
1.438413282140300897e-01,4.904988061376054920e-01,4.918834606629965966e-01,1.413194789287490205e-01,1.457121234138921972e-01
3.626656340286812941e-01,3.751946831887152944e-01,4.073881360389627893e-01,1.052545777283683398e-01,2.936724311949051591e-01
2.022147254074487255e-01,1.181109265472022121e-02,2.501421727148920859e-01,3.728880148095495839e-01,2.349449251817145312e-01
3.914830031218314299e-01,1.306310481578393523e-01,2.345321731097095852e-01,4.093310470273259227e-01,4.117976627498263764e-01
2.090590191686119426e-01,4.784530204087952265e-01,3.019303239954821971e-01,1.192549711409244817e-01,-4.947485285560132562e-03
-1.606251859466037435e-01,-4.323818494624757092e-01,1.315667323038096082e-01,3.076228257955108125e-01,-1.681061875352047805e-02
2.485794821794333823e-02,-1.767312334164852523e-03,2.112201224735495708e-01,2.399168877165842040e-01,3.133871311996807574e-01
6.584506438833467867e-02,1.369193034452079183e-01,2.567247773335877281e-01,5.495730239410867579e-02,1.189335003604959778e-01
1.836160127130211789e-02,2.691278185951080371e-01,2.286318970615266732e-01,1.908161737762621435e-01,4.498582351095866544e-02
1.242716676891372080e-01,7.803324490869083252e-02,1.251772598208656662e-01,2.165144457283332546e-01,4.045775760034406310e-01
1.990415176920397600e-01,4.097375457409287991e-01,6.546235284901474882e-02,-2.933694457811608300e-02,1.015623239491888902e-01
2.945708460116689964e-01,3.628441532651167645e-01,3.522868929461564491e-01,4.449256133368766353e-01,1.845177671878133197e-01
9.644077004189698099e-03,3.099502617743360999e-01,5.064264726254212867e-01,2.094606614238199438e-01,6.356621809227246123e-02
1.781430426653539401e-01,4.915999869611894502e-01,1.078207624387574198e-01,6.342246858720877734e-02,2.251773411651848134e-01
2.633105473902687677e-01,4.715121336065216107e-01,2.873891848100605939e-01,1.586677608034783860e-01,9.181531830842691588e-02
3.406449978562944847e-01,5.329874386828539201e-01,1.370970259663226998e-01,4.384093964352044764e-02,-6.066132719477568963e-02
8.474643621128902238e-02,3.224891589533107061e-01,2.011273279225213040e-01,1.426522546035813577e-01,1.643050206630978782e-01
